   0.00767,   0.11067
   0.01990,   0.12253
   0.03140,   0.18182
   0.04362,   0.30830
   0.05441,   0.47431
   0.06519,   0.63636
   0.07813,   0.81423
   0.08892,   0.88142
   0.10186,   0.98814
   0.11193,   0.98814
   0.12487,   1.00000
   0.13565,   0.88538
   0.14860,   0.76680
   0.16154,   0.63636
   0.17232,   0.47431
   0.18455,   0.33202
   0.19533,   0.25296
   0.20827,   0.16996
   0.21906,   0.09881
   0.23200,   0.03953
0.25, 0
0.3, 0
0.4, 0
0.5, 0
0.6, 0
   0.60719,   0.09881
   0.61869,   0.16996
   0.63235,   0.23715
   0.64242,   0.30830
   0.65321,   0.40316
   0.66615,   0.44664
   0.67693,   0.45850
   0.68987,   0.49802
   0.70066,   0.47431
   0.71288,   0.48221
   0.72367,   0.38735
   0.73661,   0.29644
   0.75027,   0.25296
   0.75962,   0.16996
   0.77184,   0.12253
   0.78334,   0.16996
   0.79629,   0.19368
   0.80707,   0.23715
   0.82001,   0.26087
   0.83080,   0.30830
   0.84302,   0.32016
   0.85381,   0.33202
   0.86675,   0.39921
   0.87753,   0.41502
   0.89048,   0.44664
   0.90126,   0.40316
   0.91348,   0.34387
   0.92427,   0.30830
   0.93721,   0.28458
   0.94871,   0.26087
   0.96094,   0.22530
   0.97172,   0.20553
   0.98395,   0.16996
   0.99617,   0.12253
